Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description,green
nederlandse gasunie nv,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92.00%,Excellent,nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92.00%,Excellent,True,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,501030.0,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment.",1
nv nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92.00%,Excellent,nv nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92.00%,Excellent,True,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,501030.0,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment.",1
o2 telefonica dtld finanzier,,,,No Match,o2 telefonica dtld finanzier,,,,No Match,False,Telecommunications Services,Telecommunications Services,Technology,Germany,Germany,514010.0,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.,0
red electrica financ sau,,,,No Match,red electrica financ,https://permid.org/1-4297190526,Red Electrica Finance Bv,62.00%,Good,False,Electric Utilities & IPPs,Utilities,Utilities,Spain,Spain,591010.0,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators.",1
resa sa,,,,No Match,resa,,,,No Match,False,Electric Utilities & IPPs,Utilities,Utilities,Belgium,Belgium,591010.0,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators.",1
richemont international holding sa,https://permid.org/1-5076925680,Richemont International Holding S.A.,92.00%,Excellent,richemont international holding,https://permid.org/1-5076925680,Richemont International Holding S.A.,75.00%,Good,True,investment holding companies ,investment holding companies ,FIinancials,Luxembourg ,Luxembourg ,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
richemont intl holding sa,https://permid.org/1-5076925680,Richemont International Holding S.A.,92.00%,Excellent,richemont intl holding,https://permid.org/1-5076925680,Richemont International Holding S.A.,75.00%,Good,True,investment holding companies ,investment holding companies ,FIinancials,Luxembourg ,Luxembourg ,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
robert bosch investnedldbv,,,,No Match,robert bosch investnedld,,,,No Match,False,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Netherlands,Netherlands,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
rte edf transport,,,,No Match,rte edf transport,,,,No Match,False,Multiline Utilities,Utilities,Utilities,France,France,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
sagess socandgeststdsec,,,,No Match,sagess,https://permid.org/1-4296654560,Gestion Securite de Stocks Securite SA,92.00%,Excellent,False,,,,France,France,nan,,1
siemens finanmaatschappij nv,,,,No Match,siemens finanmaatschappij,,,,No Match,False,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Non-Cyclicals,Netherlands,Netherlands,544010.0,"Large organizations, engaged in multiple business lines within the consumer goods sectors, including non-cyclical consumer goods and cyclical consumer goods.",0
simon international finance,https://permid.org/1-5061333138,Simon International Finance GP SARL,11.00%,Possible,simon international finance,https://permid.org/1-5061333138,Simon International Finance GP SARL,11.00%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
